LIMIT_BAL,Sex,Education,AGE,difference,default,,,
430000,1,3,42,440196,0,,,
150000,0,2,49,78374,0,,,
30000,0,4,24,143085,0,,,
50000,1,3,48,147385,0,,,
220000,1,4,28,73603,0,,,
150000,1,3,42,93040,0,,,
20000,0,2,22,38998,0,,,
90000,0,3,36,36545,0,,,
260000,1,4,38,922352,0,,,
5.00E+05,0,4,58,-48,0,,,
340000,0,4,52,-56,0,,,
50000,0,2,23,159781,0,,,
5.00E+05,0,4,32,33554,0,,,
50000,1,1,33,152696,0,,,
140000,1,3,42,7010,0,,,
130000,0,3,42,0,0,,,
5.00E+05,0,4,46,0,0,,,
80000,1,3,30,36432,0,,,
210000,0,3,48,552157,0,,,
140000,0,3,41,365644,0,,,
150000,1,3,23,438491,0,,,
180000,1,4,43,0,0,,,
50000,0,3,34,86690,0,,,
50000,0,4,54,115358,0,,,
220000,1,3,41,73829,0,,,
80000,1,2,51,12543,0,,,
550000,0,4,53,1020905,0,,,
80000,0,3,27,263622,0,,,
2.00E+05,1,3,36,947132,0,,,
450000,0,4,38,22720,0,,,
140000,1,3,35,395653,0,,,
170000,1,4,28,0,0,,,
50000,1,3,36,136767,0,,,
160000,0,4,26,328183,0,,,
470000,0,3,35,245785,0,,,
290000,0,4,32,620,0,,,
70000,1,3,37,236316,0,,,
4.00E+05,0,4,29,19009,0,,,
280000,1,3,31,603516,0,,,
5.00E+05,1,4,35,-365,0,,,
1.00E+05,0,4,26,448396,0,,,
260000,1,3,34,842582,0,,,
120000,1,3,42,496191,0,,,
50000,1,3,24,163804,0,,,
70000,1,4,25,332695,0,,,
120000,1,2,50,332432,0,,,
150000,0,4,24,-71,0,,,
20000,1,4,34,0,0,,,
2.00E+05,1,4,40,-1407,0,,,
60000,1,4,23,136789,0,,,
360000,1,4,27,379553,0,,,
20000,1,2,31,31633,0,,,
180000,1,3,36,0,0,,,
2.00E+05,1,4,31,0,0,,,
620000,0,3,31,-527,0,,,
50000,1,3,23,114201,0,,,
280000,0,1,42,-207,0,,,
30000,0,3,39,123879,0,,,
380000,0,3,38,1759601,0,,,
50000,0,3,24,70040,0,,,
280000,0,4,29,637412,0,,,
5.00E+05,1,4,33,4993,0,,,
140000,1,3,32,0,0,,,
1.00E+05,1,2,53,153612,0,,,
50000,0,4,39,183270,0,,,
1.00E+05,0,2,30,235391,0,,,
30000,1,4,23,-37,0,,,
160000,1,4,29,0,0,,,
230000,1,4,27,386975,0,,,
5.00E+05,1,4,29,-1211,0,,,
140000,0,4,28,647881,0,,,
50000,0,4,32,58610,0,,,
110000,1,3,42,418504,0,,,
2.00E+05,0,4,39,113695,0,,,
230000,1,3,25,440455,0,,,
150000,1,2,39,118000,0,,,
310000,1,3,34,-58,0,,,
350000,0,3,34,147982,0,,,
230000,1,4,28,170070,0,,,
360000,1,4,26,386,0,,,
20000,0,2,46,59955,0,,,
130000,1,4,47,361803,0,,,
150000,1,4,41,-1197,0,,,
260000,1,1,46,0,0,,,
110000,1,2,63,0,0,,,
240000,1,4,27,0,0,,,
80000,0,3,27,249848,0,,,
3.00E+05,1,4,36,0,0,,,
140000,1,4,37,580002,0,,,
80000,1,3,27,294448,0,,,
30000,1,3,28,51939,0,,,
2.00E+05,0,3,29,-2522,0,,,
330000,1,3,33,701089,0,,,
150000,0,3,32,678408,0,,,
160000,0,4,31,533287,0,,,
3.00E+05,1,3,36,0,0,,,
280000,1,3,34,4133,0,,,
210000,0,4,42,-53,0,,,
250000,1,2,30,0,0,,,
340000,1,4,27,0,0,,,
160000,1,3,51,-2204,0,,,
180000,1,3,44,116013,0,,,
110000,1,3,40,401977,0,,,
360000,0,3,37,-60,0,,,
450000,1,3,39,109292,0,,,
20000,0,3,24,75310,0,,,
240000,1,3,48,-18,0,,,
2.00E+05,1,3,31,88934,0,,,
470000,0,3,49,700276,0,,,
190000,1,4,31,691420,0,,,
2.00E+05,1,3,30,111243,0,,,
20000,0,4,26,3978,0,,,
150000,1,3,49,2415,0,,,
2.00E+05,1,3,48,-19847,0,,,
150000,1,3,33,-329,0,,,
280000,1,4,63,0,0,,,
110000,1,4,34,433695,0,,,
180000,1,3,30,107909,0,,,
5.00E+05,0,4,56,-484,0,,,
440000,0,4,33,0,0,,,
60000,0,3,25,177144,0,,,
360000,0,3,28,878,0,,,
160000,1,3,27,188789,0,,,
370000,0,3,30,-878,0,,,
210000,1,3,37,170187,0,,,
150000,0,1,28,34714,0,,,
360000,1,4,33,-23,0,,,
180000,0,4,27,443070,0,,,
130000,0,3,29,146539,0,,,
470000,0,3,29,170353,0,,,
60000,1,4,25,223638,0,,,
240000,1,3,37,0,0,,,
260000,1,4,32,-74,0,,,
440000,1,4,33,591738,0,,,
50000,0,1,27,85679,0,,,
1.00E+05,1,4,28,495299,0,,,
50000,0,2,49,37563,0,,,
450000,0,4,67,0,0,,,
290000,1,3,41,9194,0,,,
140000,1,3,36,242407,0,,,
50000,0,3,24,52364,0,,,
150000,1,4,29,3332,0,,,
3.00E+05,1,3,25,0,0,,,
50000,1,3,45,178742,0,,,
30000,0,2,23,5308,0,,,
50000,1,3,46,-348,0,,,
140000,1,3,24,103824,0,,,
10000,0,3,38,41724,0,,,
70000,0,3,36,27000,0,,,
360000,1,3,34,4700,0,,,
60000,1,2,44,0,0,,,
70000,1,2,39,41826,0,,,
150000,1,4,32,33623,0,,,
280000,1,4,44,739010,0,,,
120000,1,3,40,317246,0,,,
170000,1,1,24,55395,0,,,
390000,0,4,29,-49,0,,,
60000,0,4,39,279124,0,,,
3.00E+05,1,4,33,-671,0,,,
260000,0,2,27,678082,0,,,
50000,0,3,38,4396,0,,,
5.00E+05,0,4,39,0,0,,,
60000,1,4,25,110039,0,,,
490000,0,4,50,0,0,,,
360000,1,4,46,91533,0,,,
20000,1,4,44,92799,0,,,
550000,0,4,31,154345,0,,,
150000,0,3,43,636756,0,,,
110000,0,3,36,411817,0,,,
70000,1,3,34,252253,0,,,
320000,0,4,27,601801,0,,,
140000,1,4,29,447701,0,,,
230000,0,3,28,156637,0,,,
50000,0,2,48,167134,0,,,
2.00E+05,1,3,46,24567,0,,,
130000,0,4,29,419715,0,,,
220000,0,4,29,549498,0,,,
230000,1,4,28,158052,0,,,
120000,1,3,41,22422,0,,,
50000,1,3,56,173740,0,,,
170000,0,3,48,616929,0,,,
30000,1,2,23,9240,0,,,
460000,0,4,35,1755559,0,,,
510000,1,4,30,-452913,0,,,
180000,1,3,46,0,0,,,
2.00E+05,1,3,33,129558,0,,,
310000,1,3,33,362137,0,,,
3.00E+05,1,3,36,232521,0,,,
310000,0,4,36,75511,0,,,
20000,1,4,24,89897,0,,,
60000,1,4,24,176987,0,,,
330000,0,3,33,196121,0,,,
5.00E+05,0,4,33,85612,0,,,
240000,1,3,34,50508,0,,,
2.00E+05,1,3,36,0,0,,,
230000,0,3,50,0,0,,,
50000,1,3,29,127329,0,,,
330000,0,3,42,0,0,,,
370000,1,4,39,249976,0,,,
70000,1,4,24,268833,0,,,
1.00E+05,1,4,37,349051,0,,,
550000,1,3,39,1140383,0,,,
4.00E+05,0,4,41,5209,0,,,
1.00E+05,1,2,35,384254,0,,,
140000,1,4,48,-6,0,,,
430000,1,4,43,-224,0,,,
210000,1,4,29,-222,0,,,
90000,1,2,36,130767,0,,,
230000,1,3,30,970093,0,,,
280000,0,4,28,458056,0,,,
290000,1,3,34,183749,0,,,
240000,0,3,37,21174,0,,,
250000,0,2,47,-402,0,,,
80000,0,2,55,249860,0,,,
80000,1,3,27,57270,0,,,
80000,0,4,46,205856,0,,,
4.00E+05,0,4,44,-20,0,,,
290000,1,3,53,0,0,,,
70000,0,4,29,274538,0,,,
4.00E+05,0,4,38,0,0,,,
5.00E+05,0,4,45,4782,0,,,
70000,0,4,26,37903,0,,,
180000,1,4,28,-14,0,,,
270000,1,2,41,192160,0,,,
80000,1,2,23,236445,0,,,
4.00E+05,1,4,31,-32,0,,,
170000,1,3,39,94164,0,,,
110000,1,4,46,-95,0,,,
160000,1,4,29,309884,0,,,
310000,1,4,28,635502,0,,,
50000,0,4,25,0,0,,,
240000,1,4,40,401123,0,,,
50000,0,3,51,133898,0,,,
230000,1,1,29,322452,0,,,
20000,0,2,56,82728,0,,,
180000,0,4,46,326080,0,,,
5.00E+05,1,3,33,88361,0,,,
150000,1,3,43,-1267,0,,,
30000,1,3,23,151880,0,,,
110000,1,3,35,1490,0,,,
160000,1,4,32,-3,0,,,
1.00E+05,0,4,33,404608,0,,,
30000,1,4,28,146193,0,,,
1.00E+05,0,3,52,270727,0,,,
30000,1,2,41,-54,0,,,
240000,0,4,46,0,0,,,
490000,0,4,43,-144,0,,,
140000,1,3,30,64438,0,,,
50000,1,4,26,38641,0,,,
10000,0,3,41,-20,0,,,
420000,0,3,35,-424,0,,,
280000,1,3,46,133825,0,,,
330000,1,3,31,1448177,0,,,
330000,1,4,34,0,0,,,
420000,1,4,31,384674,0,,,
130000,1,4,29,240932,0,,,
390000,1,4,43,431217,0,,,
50000,0,2,55,0,0,,,
5.00E+05,1,3,37,289164,0,,,
430000,1,4,29,567715,0,,,
20000,1,4,21,32259,0,,,
3.00E+05,1,1,34,0,0,,,
220000,0,4,30,-13,0,,,
350000,1,4,32,-393,0,,,
240000,1,4,43,-186,0,,,
2.00E+05,0,4,40,772132,0,,,
50000,1,2,23,-28,0,,,
240000,1,4,32,-33,0,,,
490000,0,3,34,618021,0,,,
210000,0,1,45,-66,0,,,
90000,0,3,31,331004,0,,,
70000,1,3,31,142327,0,,,
80000,1,4,43,-890,0,,,
350000,0,2,41,-499,0,,,
480000,0,3,30,-11,0,,,
70000,0,3,47,216734,0,,,
50000,0,3,24,57918,0,,,
80000,0,3,28,135498,0,,,
80000,0,3,25,152805,0,,,
3.00E+05,0,3,26,0,0,,,
10000,0,3,22,14157,0,,,
1.00E+05,0,2,50,302470,0,,,
50000,0,4,36,232962,0,,,
4.00E+05,0,4,30,41019,0,,,
20000,1,3,55,78599,0,,,
5.00E+05,1,3,48,271447,0,,,
50000,0,4,29,111710,0,,,
170000,1,3,36,-5,0,,,
30000,1,3,38,0,0,,,
30000,0,3,27,34290,0,,,
20000,0,2,39,50606,0,,,
90000,1,4,28,269538,0,,,
320000,1,3,35,512130,0,,,
50000,1,3,22,172192,0,,,
20000,0,3,25,-3362,0,,,
50000,0,3,24,390,0,,,
360000,0,3,28,-206,0,,,
150000,0,4,28,585663,0,,,
170000,1,4,28,0,0,,,
140000,0,4,35,46066,0,,,
5.00E+05,0,3,31,452436,0,,,
170000,1,3,28,13616,0,,,
140000,0,3,29,626754,0,,,
30000,0,3,25,54767,0,,,
250000,1,4,32,6795,0,,,
140000,1,3,26,429918,0,,,
50000,1,3,38,5305,0,,,
490000,0,4,29,109,0,,,
30000,0,3,57,132374,0,,,
50000,1,3,33,68793,0,,,
60000,1,3,32,148215,0,,,
140000,1,2,24,419283,0,,,
460000,1,3,46,1551759,0,,,
420000,1,4,41,411835,0,,,
240000,1,3,41,474,0,,,
10000,0,3,25,22003,0,,,
50000,0,3,24,90682,0,,,
180000,1,4,34,611551,0,,,
30000,0,3,30,75893,0,,,
2.00E+05,0,4,37,-7499,0,,,
110000,1,3,25,442877,0,,,
220000,1,3,36,533754,0,,,
440000,1,4,33,0,0,,,
250000,1,3,35,736203,0,,,
30000,0,3,32,65415,0,,,
3.00E+05,1,3,53,-309,0,,,
120000,1,3,29,3362,0,,,
2.00E+05,1,4,32,34000,0,,,
290000,0,3,30,309811,0,,,
310000,1,4,29,-249,0,,,
360000,1,4,29,112774,0,,,
180000,1,2,42,331117,0,,,
150000,1,3,40,4990,0,,,
170000,0,2,43,0,0,,,
130000,0,3,27,-14,0,,,
30000,1,3,22,80384,0,,,
50000,1,4,25,202614,0,,,
60000,1,3,26,162668,0,,,
120000,1,3,28,51081,0,,,
60000,0,3,33,159821,0,,,
260000,0,3,31,184710,0,,,
250000,1,4,30,61161,0,,,
20000,0,4,26,0,0,,,
180000,1,3,23,517049,0,,,
50000,0,3,41,76421,0,,,
1.00E+05,1,3,35,56953,0,,,
120000,0,3,27,106966,0,,,
330000,0,3,52,860960,0,,,
2.00E+05,0,2,40,0,0,,,
380000,0,4,30,553373,0,,,
50000,0,2,46,38350,0,,,
310000,1,4,34,778352,0,,,
50000,0,3,29,202683,0,,,
160000,1,2,39,684515,0,,,
5.00E+05,0,4,30,0,0,,,
50000,1,3,23,179876,0,,,
60000,0,2,55,0,0,,,
50000,1,3,26,144008,0,,,
3.00E+05,1,3,40,609041,0,,,
140000,1,2,26,147584,0,,,
30000,0,2,51,39000,0,,,
150000,1,3,44,211172,0,,,
140000,1,4,33,379145,0,,,
2.00E+05,0,2,33,7047,0,,,
340000,1,3,45,-607,0,,,
80000,1,3,22,8275,0,,,
360000,1,3,35,3368,0,,,
320000,1,4,29,180265,0,,,
80000,1,2,26,359438,0,,,
2.00E+05,1,1,27,815042,0,,,
410000,0,2,38,-54,0,,,
20000,0,2,23,-991,0,,,
50000,0,3,29,172383,0,,,
5.00E+05,1,3,29,1094693,0,,,
210000,0,4,31,691016,0,,,
4.00E+05,1,4,31,235696,0,,,
310000,1,2,28,692652,0,,,
210000,0,3,37,69771,0,,,
130000,1,3,35,297493,0,,,
20000,1,3,45,9844,0,,,
60000,0,4,25,129406,0,,,
150000,1,4,26,105860,0,,,
460000,0,3,37,347033,0,,,
190000,1,3,35,906715,0,,,
140000,0,3,55,450358,0,,,
50000,0,3,33,29664,0,,,
230000,1,3,28,0,0,,,
60000,1,3,24,150330,0,,,
30000,1,2,50,24425,0,,,
260000,1,4,27,61927,0,,,
80000,1,3,22,292093,0,,,
210000,0,3,26,667236,0,,,
50000,0,3,27,28847,0,,,
180000,1,4,31,-23,0,,,
550000,1,3,34,1724970,0,,,
220000,1,3,39,671730,0,,,
90000,1,4,23,21017,0,,,
20000,1,3,47,35262,0,,,
10000,0,3,26,48633,0,,,
30000,1,4,30,57870,0,,,
50000,1,3,49,44811,0,,,
350000,1,3,50,1041972,0,,,
5.00E+05,0,4,33,-474,0,,,
80000,1,2,43,38519,0,,,
280000,1,3,32,-88,0,,,
290000,1,4,47,1201599,0,,,
280000,1,2,47,-2869,0,,,
280000,1,3,27,935465,0,,,
160000,1,3,25,20469,0,,,
310000,1,2,40,304935,0,,,
20000,0,3,24,-1760,0,,,
250000,0,2,51,-108,0,,,
180000,1,2,36,0,0,,,
260000,1,3,45,811775,0,,,
40000,1,3,25,136998,0,,,
30000,1,3,54,100007,0,,,
130000,0,3,37,0,0,,,
80000,0,4,27,-1683,0,,,
60000,0,3,29,123936,0,,,
170000,1,3,25,2376,0,,,
120000,1,3,27,263685,0,,,
2.00E+05,1,4,29,87427,0,,,
1.00E+05,0,3,40,-11006,0,,,
80000,1,3,43,317591,0,,,
1.00E+05,1,3,25,304347,0,,,
3.00E+05,1,4,33,0,0,,,
140000,1,3,27,450661,0,,,
50000,1,3,42,233887,0,,,
30000,0,2,58,1560,0,,,
20000,0,3,25,17000,0,,,
170000,0,3,38,4786,0,,,
90000,1,3,25,366597,0,,,
130000,1,3,30,51999,0,,,
180000,0,4,41,88312,0,,,
2.00E+05,1,4,31,0,0,,,
130000,0,3,54,259860,0,,,
220000,1,3,41,458107,0,,,
1.00E+05,0,2,25,238346,0,,,
3.00E+05,0,4,42,80127,0,,,
90000,1,4,25,214837,0,,,
50000,0,3,44,140669,0,,,
80000,0,2,27,23341,0,,,
310000,1,3,34,201320,0,,,
180000,0,4,49,333226,0,,,
5.00E+05,0,3,53,0,0,,,
50000,0,3,40,149835,0,,,
50000,0,3,41,140137,0,,,
80000,1,2,37,-169860,0,,,
480000,0,3,31,278845,0,,,
220000,1,4,32,937056,0,,,
120000,0,2,59,163640,0,,,
2.00E+05,1,2,29,30240,0,,,
130000,1,4,29,281714,0,,,
180000,1,4,41,39431,0,,,
50000,1,3,28,139655,0,,,
390000,1,3,28,445106,0,,,
80000,0,2,32,274479,0,,,
3.00E+05,1,4,32,-36,0,,,
140000,1,3,29,125030,0,,,
10000,1,3,22,0,0,,,
160000,0,3,25,357728,0,,,
2.00E+05,0,4,38,-280,0,,,
20000,0,2,57,13670,0,,,
3.00E+05,0,4,38,0,0,,,
380000,0,2,34,-66,0,,,
50000,1,2,44,158838,0,,,
260000,1,3,35,-95,0,,,
50000,0,4,28,203982,0,,,
80000,1,4,25,-7,0,,,
230000,0,3,29,220044,0,,,
2.00E+05,0,3,33,0,0,,,
230000,1,3,45,0,0,,,
230000,1,1,46,985081,0,,,
170000,1,4,44,-24,0,,,
80000,1,3,33,-1494,0,,,
90000,1,3,23,114347,0,,,
80000,1,2,54,299173,0,,,
80000,1,3,38,242519,0,,,
380000,0,3,39,-65481,0,,,
70000,1,3,30,334105,0,,,
30000,1,3,31,129003,0,,,
80000,1,3,28,0,0,,,
20000,0,3,23,74688,0,,,
50000,1,4,24,5968,0,,,
5.00E+05,1,4,34,815000,0,,,
290000,1,3,30,-92,0,,,
60000,0,2,33,227381,0,,,
80000,1,2,38,299597,0,,,
350000,1,2,38,-190,0,,,
130000,1,4,35,90606,0,,,
50000,0,4,51,153818,0,,,
210000,1,4,44,360,0,,,
190000,1,3,44,772805,0,,,
140000,1,4,41,317891,0,,,
230000,0,3,28,90342,0,,,
50000,0,4,26,83492,0,,,
30000,1,4,29,23187,0,,,
2.00E+05,0,4,30,18704,0,,,
2.00E+05,0,4,36,7742,0,,,
220000,0,3,40,-619,0,,,
90000,1,3,33,19897,0,,,
390000,0,4,34,2009,0,,,
240000,0,3,36,940990,0,,,
5.00E+05,1,3,42,971143,0,,,
180000,0,2,29,-65,0,,,
80000,1,3,49,165080,0,,,
130000,1,3,23,-16373,0,,,
210000,0,2,34,129944,0,,,
150000,0,2,52,460037,0,,,
70000,0,3,49,239925,0,,,
570000,1,4,32,165726,0,,,
140000,1,3,33,2740,0,,,
150000,0,1,36,750974,0,,,
80000,0,4,29,259534,0,,,
70000,0,4,30,48254,0,,,
150000,1,2,43,28573,0,,,
140000,1,3,41,259499,0,,,
230000,1,3,34,0,0,,,
80000,1,2,36,0,0,,,
260000,1,4,35,359861,0,,,
360000,1,4,37,686686,0,,,
220000,0,4,24,210387,0,,,
20000,0,3,30,2783,0,,,
210000,0,4,37,0,0,,,
150000,0,3,29,465732,0,,,
1.00E+05,1,2,51,439810,0,,,
330000,1,4,26,135428,0,,,
160000,1,3,45,0,0,,,
5.00E+05,0,4,45,0,0,,,
50000,1,3,30,0,0,,,
50000,1,3,22,238105,0,,,
20000,1,3,46,0,0,,,
5.00E+05,0,3,30,520526,0,,,
340000,1,2,28,41181,0,,,
5.00E+05,0,4,29,-225,0,,,
170000,0,2,45,170477,0,,,
360000,0,2,34,0,0,,,
380000,0,2,53,0,0,,,
170000,1,3,26,100732,0,,,
150000,1,1,30,-59,0,,,
380000,1,2,38,1612187,0,,,
220000,0,3,34,639548,0,,,
50000,1,3,28,0,0,,,
350000,0,4,34,383253,0,,,
5.00E+05,1,3,38,561449,0,,,
230000,1,3,32,-9,0,,,
50000,0,3,27,169597,0,,,
10000,0,3,22,39847,0,,,
250000,1,3,29,156644,0,,,
150000,0,4,28,221821,0,,,
240000,1,3,40,307603,0,,,
550000,1,1,52,510836,0,,,
310000,1,3,44,0,0,,,
210000,1,3,52,36279,0,,,
50000,1,3,26,41044,0,,,
50000,1,3,45,216135,0,,,
1.00E+05,0,3,29,207130,0,,,
260000,1,3,41,-5,0,,,
60000,0,3,32,110697,0,,,
2.00E+05,1,3,24,922615,0,,,
420000,0,4,32,73138,0,,,
2.00E+05,0,4,34,-405,0,,,
90000,1,4,27,0,0,,,
110000,1,3,28,217734,0,,,
50000,0,3,39,54379,0,,,
30000,1,3,29,133223,0,,,
50000,0,2,58,143837,0,,,
2.00E+05,1,3,42,39565,0,,,
2.00E+05,1,2,49,45323,0,,,
80000,0,3,25,92125,0,,,
2.00E+05,0,3,32,156250,0,,,
320000,0,3,55,576590,0,,,
180000,0,2,27,-10,0,,,
90000,0,3,25,1050,0,,,
60000,1,2,44,204404,0,,,
60000,0,3,51,159933,0,,,
1.00E+05,1,2,42,0,0,,,
20000,0,3,51,108047,0,,,
80000,0,2,31,238225,0,,,
180000,1,3,28,-5,0,,,
1.00E+05,1,4,33,0,0,,,
20000,0,3,40,0,0,,,
160000,1,3,32,21884,0,,,
10000,0,3,29,35952,0,,,
70000,0,4,27,220106,0,,,
440000,0,4,30,236873,0,,,
2.00E+05,1,3,25,31741,0,,,
180000,1,2,55,164220,0,,,
280000,0,3,31,1079725,0,,,
240000,1,3,29,0,0,,,
210000,1,4,31,0,0,,,
1.00E+05,0,4,27,304114,0,,,
20000,0,3,44,-167,0,,,
70000,1,4,36,268388,0,,,
150000,0,4,31,0,0,,,
260000,0,4,32,587462,0,,,
1.00E+05,0,3,30,108886,0,,,
2.00E+05,1,3,26,349227,0,,,
250000,1,2,50,-33,0,,,
50000,1,3,29,174194,0,,,
140000,1,4,32,46980,0,,,
2.00E+05,0,3,45,770089,0,,,
310000,1,3,42,-3260,0,,,
50000,0,2,33,154625,0,,,
120000,1,3,30,411157,0,,,
3.00E+05,1,3,38,0,0,,,
210000,1,2,40,18000,0,,,
1.00E+05,0,4,27,0,0,,,
60000,0,3,50,17951,0,,,
170000,1,2,40,237568,0,,,
210000,0,4,41,0,0,,,
160000,0,4,34,0,0,,,
250000,1,4,38,36276,0,,,
130000,0,4,25,18847,0,,,
150000,0,2,38,193242,0,,,
20000,1,3,22,1555,0,,,
230000,1,4,30,0,0,,,
50000,1,3,23,36775,0,,,
140000,1,3,48,-213,0,,,
170000,1,3,39,-5,0,,,
220000,1,3,50,319707,0,,,
1.00E+05,0,4,45,163253,0,,,
2.00E+05,1,2,31,886152,0,,,
50000,1,3,38,0,0,,,
20000,0,3,33,73480,0,,,
120000,1,4,32,372076,0,,,
20000,0,3,43,73617,0,,,
60000,1,3,27,182624,0,,,
210000,1,1,29,227332,0,,,
370000,1,4,36,-63,0,,,
60000,1,3,53,0,0,,,
230000,1,3,28,97341,0,,,
130000,0,4,34,366609,0,,,
180000,1,4,30,219033,0,,,
160000,1,2,30,1055,0,,,
70000,0,2,47,252312,0,,,
50000,1,3,36,154073,0,,,
360000,1,4,38,-235,0,,,
80000,0,3,53,245331,0,,,
120000,1,4,34,-2063,0,,,
3.00E+05,1,2,30,10804,0,,,
5.00E+05,1,2,44,767688,0,,,
70000,0,4,50,145239,0,,,
130000,0,3,40,54970,0,,,
70000,1,3,26,267807,0,,,
360000,0,2,42,951450,0,,,
150000,0,1,29,522050,0,,,
230000,0,4,41,0,0,,,
80000,1,1,27,269944,0,,,
260000,1,3,26,961138,0,,,
50000,1,3,36,282417,0,,,
140000,1,2,34,591320,0,,,
250000,0,4,33,128076,0,,,
150000,0,3,24,-571,0,,,
180000,1,4,25,86713,0,,,
260000,1,4,33,-810,0,,,
80000,0,4,27,223993,0,,,
420000,0,4,35,651801,0,,,
450000,0,1,35,174116,0,,,
180000,0,3,57,703618,0,,,
50000,0,3,38,236248,0,,,
50000,1,4,27,-503,0,,,
290000,1,4,30,706827,0,,,
160000,1,2,53,0,0,,,
5.00E+05,1,4,36,651543,0,,,
50000,1,3,26,179949,0,,,
2.00E+05,0,4,30,286306,0,,,
2.00E+05,1,4,30,-508,0,,,
80000,1,2,39,102285,0,,,
20000,1,3,43,50004,0,,,
290000,0,3,38,448107,0,,,
5.00E+05,0,3,38,3031,0,,,
160000,0,3,28,-3,0,,,
80000,1,3,35,89953,0,,,
480000,1,4,50,-29,0,,,
390000,0,4,41,13507,0,,,
130000,1,3,43,495516,0,,,
130000,1,4,26,-22,0,,,
180000,0,4,46,480456,0,,,
180000,1,3,25,-4,0,,,
60000,0,2,44,202283,0,,,
210000,1,3,42,-2,0,,,
240000,0,3,44,81876,0,,,
110000,1,3,28,188801,0,,,
50000,1,3,40,154824,0,,,
110000,1,4,35,502075,0,,,
90000,1,3,48,225097,0,,,
330000,1,3,25,1099,0,,,
150000,1,3,26,-21788,0,,,
1.00E+05,1,3,23,0,0,,,
70000,1,3,27,240131,0,,,
320000,1,3,38,0,0,,,
250000,1,3,55,8250,0,,,
50000,1,4,23,117875,0,,,
230000,0,3,34,-36,0,,,
60000,0,4,27,-33221,0,,,
130000,0,3,42,419762,0,,,
420000,0,3,39,897248,0,,,
190000,0,3,36,391274,0,,,
50000,0,3,25,158071,0,,,
20000,1,3,35,107596,0,,,
360000,1,4,27,0,0,,,
30000,0,3,39,86770,0,,,
20000,1,3,25,109844,0,,,
190000,1,3,30,816296,0,,,
3.00E+05,1,3,33,0,0,,,
220000,1,4,29,-822,0,,,
230000,1,2,33,945097,0,,,
180000,1,4,30,16620,0,,,
50000,0,3,31,14795,0,,,
160000,1,3,41,0,0,,,
280000,0,4,32,-7008,0,,,
260000,1,4,31,992986,0,,,
490000,0,4,41,511464,0,,,
110000,0,3,37,383310,0,,,
410000,0,4,29,195284,0,,,
210000,1,4,31,-6,0,,,
150000,1,3,37,268504,0,,,
150000,0,4,28,208679,0,,,
30000,0,3,34,132735,0,,,
80000,0,4,27,130332,0,,,
110000,1,4,43,3733,0,,,
180000,1,3,25,-18045,0,,,
160000,0,3,30,-70,0,,,
110000,1,3,31,263796,0,,,
1.00E+05,1,4,30,145706,0,,,
2.00E+05,0,4,37,12160,0,,,
260000,0,4,38,-185,0,,,
4.00E+05,1,4,35,-338,0,,,
70000,1,4,25,49111,0,,,
50000,0,3,23,-1231,0,,,
140000,0,3,39,644189,0,,,
220000,1,2,43,971915,0,,,
240000,1,4,26,0,0,,,
380000,1,3,48,259039,0,,,
240000,1,4,38,228142,0,,,
3.00E+05,0,4,42,227028,0,,,
130000,0,4,29,378618,0,,,
20000,0,3,56,118647,0,,,
70000,0,4,60,294431,0,,,
330000,0,4,57,-3055,0,,,
50000,0,3,23,124572,0,,,
480000,1,4,52,-569,0,,,
10000,0,2,23,33622,0,,,
110000,1,3,42,241152,0,,,
80000,1,3,31,261607,0,,,
110000,0,3,49,336266,0,,,
80000,0,3,34,278964,0,,,
240000,0,4,36,0,0,,,
50000,1,3,31,88757,0,,,
50000,1,3,28,218682,0,,,
480000,0,4,50,0,0,,,
10000,0,3,46,42919,0,,,
340000,1,2,37,-84,0,,,
2.00E+05,1,3,31,-206,0,,,
210000,1,3,26,743671,0,,,
60000,0,3,35,189219,0,,,
470000,0,4,30,1185816,0,,,
190000,0,3,23,776072,0,,,
50000,1,4,23,0,0,,,
490000,0,3,57,299637,0,,,
50000,0,3,30,128063,0,,,
170000,1,3,31,487795,0,,,
140000,1,4,34,439834,0,,,
80000,0,3,24,279574,0,,,
290000,0,4,41,1174174,0,,,
1.00E+06,1,4,47,3201825,0,,,
5.00E+05,1,4,46,-9600,0,,,
350000,1,3,28,-272,0,,,
180000,0,3,63,244544,0,,,
150000,0,3,27,308033,0,,,
260000,1,2,36,481716,0,,,
240000,1,3,30,0,0,,,
130000,1,3,29,368574,0,,,
70000,1,3,32,305321,0,,,
80000,1,4,25,-15,0,,,
130000,0,3,33,101540,0,,,
80000,1,2,45,27261,0,,,
130000,1,2,26,345986,0,,,
150000,0,4,26,78024,0,,,
210000,1,4,27,103746,0,,,
2.00E+05,1,2,46,582363,0,,,
260000,1,2,41,-16,0,,,
170000,1,3,26,617588,0,,,
10000,0,3,40,44798,0,,,
5.00E+05,0,4,43,95807,0,,,
10000,0,3,50,18977,0,,,
260000,1,4,40,-63,0,,,
160000,1,3,34,66933,0,,,
30000,0,3,49,0,0,,,
160000,1,2,32,141804,0,,,
30000,1,2,26,132289,0,,,
140000,1,4,30,0,0,,,
30000,0,3,31,7829,0,,,
150000,1,4,34,-16,0,,,
110000,1,3,28,-850,0,,,
30000,0,3,42,0,0,,,
